model,random_state,date,n_epoch,lr,crit,optim,epoch,loss,f1_macro,pred_0_0,pred_0_1,precision_0,recall_0,f1_0,pred_1_0,pred_1_1,precision_1,recall_1,f1_1
MLPNet5_1,0,2019-05-16 23:50,30,0.05,cross_entropy,adam,1,0.5067,0.7358,16444,4834,0.7728,0.6713,0.7185,8051,19661,0.7095,0.8027,0.7532
MLPNet5_1,0,2019-05-17 00:00,30,0.0475,cross_entropy,adam,2,0.4622,0.7691,16534,3244,0.836,0.675,0.7469,7961,21251,0.7275,0.8676,0.7914
MLPNet5_1,0,2019-05-17 00:10,30,0.045125,cross_entropy,adam,3,0.4567,0.7757,16801,3204,0.8398,0.6859,0.7551,7694,21291,0.7346,0.8692,0.7962
MLPNet5_1,0,2019-05-17 00:21,30,0.04286875,cross_entropy,adam,4,0.4499,0.7762,16591,2947,0.8492,0.6773,0.7536,7904,21548,0.7316,0.8797,0.7989
MLPNet5_1,0,2019-05-17 00:31,30,0.04072531249999999,cross_entropy,adam,5,0.4465,0.7794,16793,3008,0.8481,0.6856,0.7582,7702,21487,0.7361,0.8772,0.8005
MLPNet5_1,0,2019-05-17 00:41,30,0.038689046874999994,cross_entropy,adam,6,0.4429,0.7801,16600,2758,0.8575,0.6777,0.7571,7895,21737,0.7336,0.8874,0.8032
MLPNet5_1,0,2019-05-17 00:52,30,0.03675459453124999,cross_entropy,adam,7,0.4436,0.7813,16761,2874,0.8536,0.6843,0.7596,7734,21621,0.7365,0.8827,0.803
MLPNet5_1,0,2019-05-17 01:02,30,0.03491686480468749,cross_entropy,adam,8,0.4397,0.7877,17632,3487,0.8349,0.7198,0.7731,6863,21008,0.7538,0.8576,0.8024
MLPNet5_1,0,2019-05-17 01:12,30,0.03317102156445311,cross_entropy,adam,9,0.4418,0.7851,17467,3442,0.8354,0.7131,0.7694,7028,21053,0.7497,0.8595,0.8009
MLPNet5_1,0,2019-05-17 01:22,30,0.03151247048623045,cross_entropy,adam,10,0.4369,0.7883,17856,3695,0.8285,0.729,0.7756,6639,20800,0.758,0.8492,0.801
MLPNet5_1,0,2019-05-17 01:32,30,0.02993684696191893,cross_entropy,adam,11,0.4383,0.7892,17680,3464,0.8362,0.7218,0.7748,6815,21031,0.7553,0.8586,0.8036
MLPNet5_1,0,2019-05-17 01:43,30,0.028440004613822983,cross_entropy,adam,12,0.4363,0.7896,17664,3426,0.8376,0.7211,0.775,6831,21069,0.7552,0.8601,0.8042
MLPNet5_1,0,2019-05-17 01:53,30,0.027018004383131834,cross_entropy,adam,13,0.4349,0.7903,17922,3665,0.8302,0.7317,0.7778,6573,20830,0.7601,0.8504,0.8027
MLPNet5_1,0,2019-05-17 02:03,30,0.02566710416397524,cross_entropy,adam,14,0.434,0.7919,17972,3636,0.8317,0.7337,0.7796,6523,20859,0.7618,0.8516,0.8042
MLPNet5_1,0,2019-05-17 02:14,30,0.024383748955776476,cross_entropy,adam,15,0.4307,0.7927,17817,3431,0.8385,0.7274,0.779,6678,21064,0.7593,0.8599,0.8065
MLPNet5_1,0,2019-05-17 02:24,30,0.023164561507987652,cross_entropy,adam,16,0.4319,0.7921,17954,3605,0.8328,0.733,0.7797,6541,20890,0.7615,0.8528,0.8046
MLPNet5_1,0,2019-05-17 02:34,30,0.02200633343258827,cross_entropy,adam,17,0.4303,0.7909,17982,3698,0.8294,0.7341,0.7789,6513,20797,0.7615,0.849,0.8029
MLPNet5_1,0,2019-05-17 02:45,30,0.020906016760958854,cross_entropy,adam,18,0.4336,0.7916,18100,3786,0.827,0.7389,0.7805,6395,20709,0.7641,0.8454,0.8027
MLPNet5_1,0,2019-05-17 02:55,30,0.019860715922910912,cross_entropy,adam,19,0.4314,0.7948,18025,3548,0.8355,0.7359,0.7825,6470,20947,0.764,0.8552,0.807
MLPNet5_1,0,2019-05-17 03:05,30,0.018867680126765367,cross_entropy,adam,20,0.4303,0.7927,18132,3764,0.8281,0.7402,0.7817,6363,20731,0.7652,0.8463,0.8037
MLPNet5_1,0,2019-05-17 03:15,30,0.017924296120427098,cross_entropy,adam,21,0.4296,0.7943,18153,3706,0.8305,0.7411,0.7832,6342,20789,0.7662,0.8487,0.8054
MLPNet5_1,0,2019-05-17 03:26,30,0.01702808131440574,cross_entropy,adam,22,0.4312,0.7938,17997,3566,0.8346,0.7347,0.7815,6498,20929,0.7631,0.8544,0.8062
MLPNet5_1,0,2019-05-17 03:36,30,0.016176677248685455,cross_entropy,adam,23,0.4295,0.7946,18092,3629,0.8329,0.7386,0.7829,6403,20866,0.7652,0.8518,0.8062
MLPNet5_1,0,2019-05-17 03:47,30,0.015367843386251181,cross_entropy,adam,24,0.4292,0.7949,18087,3609,0.8337,0.7384,0.7831,6408,20886,0.7652,0.8527,0.8066
MLPNet5_1,0,2019-05-17 03:57,30,0.014599451216938621,cross_entropy,adam,25,0.4275,0.7971,18189,3603,0.8347,0.7426,0.7859,6306,20892,0.7681,0.8529,0.8083
MLPNet5_1,0,2019-05-17 04:08,30,0.013869478656091689,cross_entropy,adam,26,0.4277,0.7974,18253,3657,0.8331,0.7452,0.7867,6242,20838,0.7695,0.8507,0.8081
MLPNet5_1,0,2019-05-17 04:18,30,0.013176004723287104,cross_entropy,adam,27,0.4295,0.7954,18122,3617,0.8336,0.7398,0.7839,6373,20878,0.7661,0.8523,0.8069
MLPNet5_1,0,2019-05-17 04:28,30,0.012517204487122747,cross_entropy,adam,28,0.4286,0.7961,18144,3609,0.8341,0.7407,0.7846,6351,20886,0.7668,0.8527,0.8075
MLPNet5_1,0,2019-05-17 04:39,30,0.011891344262766609,cross_entropy,adam,29,0.426,0.7984,18190,3540,0.8371,0.7426,0.787,6305,20955,0.7687,0.8555,0.8098
MLPNet5_1,0,2019-05-17 04:49,30,0.011296777049628278,cross_entropy,adam,30,0.428,0.7974,18081,3478,0.8387,0.7382,0.7852,6414,21017,0.7662,0.858,0.8095
